x,y,cluster
1.786870,5.448233,0
2.879265,8.198432,0
3.939729,4.578343,2
3.347945,7.088307,0
4.328093,7.957148,0
3.716241,7.644785,0
4.928782,4.835142,2
4.796017,5.163688,2
3.816940,4.635084,2
3.639041,4.887655,2
2.093944,7.801601,0
2.464732,8.483245,0
1.686709,5.939983,0
2.761569,7.164641,0
2.136563,5.170578,0
2.596871,5.313151,0
1.651666,7.854471,0
3.158256,5.067015,2
4.548307,5.447258,2
4.877262,6.554885,2
3.909969,7.425138,0
1.220731,5.667084,0
4.826014,5.790676,2
4.173701,7.808710,0
2.337623,7.306941,0
1.743882,8.752761,0
2.901173,7.691450,0
5.410314,6.268302,2
4.245422,6.152856,2
1.419037,8.995861,0
3.551912,7.694459,0
4.391401,8.430963,0
2.828104,7.367923,0
1.596361,6.468617,0
2.378135,7.916718,0
4.416966,7.728162,0
3.976431,5.512345,2
1.306977,4.765785,0
5.275978,7.128688,2
2.611707,4.650777,2
3.714818,5.145217,2
4.503965,8.279069,0
1.012469,5.033926,0
2.737160,5.973372,0
1.628047,7.305713,0
3.854995,5.390346,2
3.054300,8.053887,0
2.400711,6.510649,0
4.576322,6.315965,2
1.377833,7.981409,0
4.838502,8.970577,0
4.556699,4.902717,2
3.509195,7.414579,0
3.830488,8.916873,0
4.702223,6.026066,2
3.076435,6.430787,0
3.955090,5.651687,2
4.470062,5.978021,2
2.600657,5.116988,2
2.193980,7.374150,0
1.940193,8.920821,0
1.405714,6.882289,0
1.291798,7.123867,0
3.967673,8.503238,0
4.775349,6.219287,2
1.400573,5.267879,0
4.876701,8.919165,0
1.982119,5.911953,0
1.443216,7.910538,0
5.207291,5.642970,2
3.848706,6.073081,2
3.951934,5.201820,2
1.655282,8.765807,0
5.215193,8.379152,0
1.049601,7.954893,0
2.779883,6.356524,0
4.526897,5.475981,2
1.098618,5.597942,0
4.386007,5.621793,2
1.625930,7.599505,0
1.449420,7.160675,0
1.500555,8.949380,0
1.064071,6.712816,0
4.912717,5.119020,2
2.165194,5.601026,0
1.085419,8.906315,0
1.432000,6.383119,0
4.675063,8.950710,0
2.526542,6.465547,0
4.031345,4.859837,2
1.125523,8.336287,0
5.079248,7.654636,2
5.479407,8.447084,2
3.121232,5.378004,2
3.104439,6.681282,0
5.132275,6.556333,2
1.853866,4.635687,0
5.047089,8.403611,0
2.530760,8.874982,0
3.928348,8.122468,0
4.040198,7.893337,0
4.377556,5.905268,2
4.546799,7.209112,2
1.147853,4.871795,0
4.361000,6.996013,2
4.970797,7.396000,2
4.864787,5.378790,2
5.333195,4.652563,2
3.753476,8.406183,0
4.544925,6.852557,2
5.199516,5.661190,2
1.157888,6.776654,0
3.677978,7.221246,0
1.395133,8.160017,0
4.725854,7.096253,2
3.452278,5.008349,2
2.223845,5.015188,0
3.918408,5.860100,2
3.957778,6.848925,0
5.220285,5.219911,2
5.336904,4.874878,2
2.100606,4.697040,0
5.081201,6.144092,2
1.113450,6.460513,0
3.405214,8.896317,0
1.605345,7.432750,0
1.074297,8.550687,0
2.280790,7.758093,0
2.161869,7.476077,0
1.641575,4.843611,0
3.373808,6.920786,0
4.483377,7.334442,2
4.137042,8.987721,0
2.037436,8.464185,0
4.088136,5.605684,2
3.313005,7.218955,0
2.188741,5.374269,0
5.149117,4.645245,2
4.652004,5.344453,2
3.395822,5.308615,2
4.541991,5.412472,2
3.083392,5.075674,2
3.323070,7.300356,0
3.180766,7.184252,0
1.121611,5.836883,0
3.217484,4.908260,2
4.716840,4.766613,2
2.152496,6.745054,0
5.290742,6.427839,2
2.479888,5.393254,0
3.495703,7.764004,0
2.828878,5.651369,0
3.094211,5.784332,2
2.098047,5.417330,0
5.312889,8.047571,2
2.822522,8.765246,0
1.876450,4.978456,0
2.428649,7.027692,0
2.395299,8.861209,0
3.851206,5.129747,2
3.650757,4.926772,2
1.766156,7.940561,0
2.101430,7.990188,0
2.731977,7.629816,0
2.265467,5.501699,0
4.196851,8.506781,0
1.431040,4.950445,0
4.959228,6.060253,2
1.433368,4.702309,0
5.378963,8.338594,2
2.934224,6.474952,0
1.774443,7.010898,0
2.395148,6.120046,0
4.326574,7.921111,0
5.312515,6.162599,2
1.922710,5.256645,0
4.538196,6.824436,2
1.093956,7.890677,0
1.802770,7.932529,0
5.125851,4.682561,2
4.891843,5.278152,2
4.938441,5.974926,2
4.334359,5.126302,2
3.341857,5.521672,2
5.371814,7.149410,2
5.496103,6.489785,2
2.287718,7.911247,0
4.446175,5.207680,2
3.456191,6.688631,0
2.523221,6.835198,0
5.005893,8.174733,0
1.477062,6.654062,0
1.159111,4.666876,0
2.911159,4.846875,2
3.188873,5.292281,2
1.772579,4.560185,0
2.712584,7.913002,0
1.870453,7.990256,0
3.956202,7.145456,0
2.746790,4.840906,2
2.173979,4.674453,2
3.840040,8.455937,0
4.290946,5.365231,2
4.927863,5.420767,2
3.602848,5.157558,2
3.644914,7.658444,0
2.152879,8.456742,0
4.934614,5.053486,2
4.446465,8.194313,0
5.405426,8.527215,2
1.321615,8.307071,0
1.809977,6.530472,0
1.708071,8.821432,0
4.807071,8.901642,0
4.606288,5.096092,2
3.927773,5.327066,2
4.012327,6.027634,2
4.514012,7.274463,2
2.954569,5.029343,2
4.492346,5.112895,2
4.318919,7.226817,2
3.010723,6.419212,0
2.913073,4.508654,2
5.065711,7.583151,2
1.940408,6.459227,0
3.504586,6.392365,0
3.687595,7.997095,0
5.346534,8.344782,2
3.762572,6.126575,2
4.219616,7.462111,0
2.459225,6.278758,0
4.853341,6.271307,2
4.674685,7.597477,2
3.308520,5.843461,2
2.862413,4.720174,2
3.353690,5.791315,2
4.541743,6.835829,2
3.500752,8.776620,0
2.134852,6.087557,0
3.136694,8.544522,0
4.228283,8.736966,0
5.206918,7.663739,2
4.993172,8.158558,0
2.776879,7.890970,0
3.465027,7.919165,0
3.179565,8.834106,0
3.800834,7.705858,0
4.177815,5.984970,2
1.346277,7.787804,0
1.643184,4.538005,0
2.309209,6.300231,0
3.382526,6.977640,0
2.973167,7.663145,0
1.395090,6.460192,0
5.251489,5.003937,2
3.448379,7.787711,0
3.004755,4.657901,2
5.492225,5.460056,2
5.359478,8.681369,0
1.953560,5.477122,0
1.337875,5.326940,0
3.816971,8.270124,0
4.700797,7.202654,2
2.334647,8.805652,0
5.075093,8.521927,0
2.293938,5.967249,0
2.082835,7.617530,0
1.835238,5.599024,0
4.204706,8.572445,0
2.961195,6.911071,0
1.499239,6.657904,0
1.795516,6.232471,0
4.980179,8.403758,0
3.794494,7.123272,0
1.283907,8.707344,0
2.138474,5.460412,0
2.389811,7.243429,0
1.245716,5.464762,0
2.661865,6.781712,0
4.126017,4.647469,2
2.144081,6.578271,0
2.587112,4.811933,2
1.509793,5.740883,0
1.936163,4.944127,0
1.969400,5.042403,0
5.257755,7.188809,2
3.737073,4.986469,2
5.326800,5.407095,2
4.531967,6.280909,2
1.320315,6.227516,0
2.186794,8.101956,0
4.366597,5.413176,2
3.585335,7.068811,0
5.459973,4.955743,2
2.173930,7.538447,0
5.491427,6.447389,2
5.473295,4.607067,2
3.711399,4.614278,2
3.572819,6.613711,0
1.995322,6.613747,0
1.420005,7.171186,0
4.388489,8.731707,0
4.699254,8.957016,0
5.461738,4.867862,2
4.210048,6.467236,2
1.117052,5.494434,0
2.272820,5.840167,0
3.455309,6.444408,0
2.206706,4.913132,0
4.561418,8.841150,0
1.147993,5.947181,0
4.127408,8.503729,0
2.317784,5.369369,0
1.947071,6.340376,0
3.998212,4.613972,2
2.672810,4.742572,2
4.890516,7.824224,2
4.699174,5.960798,2
4.814989,8.724702,0
2.654219,8.830436,0
2.072950,8.657304,0
4.825451,8.456282,0
2.317311,7.056367,0
1.247743,7.747269,0
1.455632,8.774526,0
4.737251,6.823608,2
3.529963,8.803037,0
3.108108,5.759360,2
1.141441,7.901040,0
5.354458,4.529229,2
2.772943,8.072127,0
5.368669,7.559156,2
1.637552,4.500756,0
2.520951,8.754518,0
1.167425,8.407029,0
3.660399,8.039269,0
5.187420,7.556086,2
3.093337,4.848702,2
1.851510,5.558712,0
2.272426,7.143656,0
1.481536,4.566899,0
2.839255,5.791386,0
1.402677,7.479521,0
2.534486,6.674203,0
2.765681,8.978635,0
2.631375,5.702921,0
1.259417,5.878248,0
4.282153,5.486871,2
4.029166,4.900289,2
3.481796,8.458119,0
5.497385,8.455138,2
3.610826,6.963312,0
2.628855,5.473857,0
2.228560,6.612199,0
5.177707,8.915146,0
1.218093,6.304091,0
1.342701,5.612010,0
4.445376,5.751468,2
3.093344,5.807656,2
1.375346,8.746426,0
3.387916,7.004649,0
4.818264,8.085878,0
2.474381,6.520922,0
5.084650,8.532595,0
2.565303,7.836936,0
1.899844,8.687083,0
4.712885,6.493684,2
3.627561,8.365913,0
2.415592,8.655709,0
4.671566,5.750846,2
2.728406,6.383374,0
1.690493,6.064480,0
2.808634,5.469415,2
5.236355,6.323524,2
1.622388,6.128161,0
3.481916,6.063102,2
3.472922,8.714864,0
1.319825,5.137303,0
1.519046,6.490812,0
2.789434,4.677876,2
3.204800,4.811392,2
3.834402,7.695007,0
3.802386,7.419500,0
3.639168,6.008608,2
4.582008,4.982305,2
3.531470,8.274051,0
5.183987,4.626399,2
4.154286,5.996413,2
2.981174,7.718886,0
1.053332,7.147997,0
1.481726,8.892283,0
3.311865,5.657538,2
2.865630,6.385751,0
5.102108,5.228216,2
1.521972,8.609153,0
2.327464,5.054932,0
3.176833,7.608196,0
3.904255,5.110919,2
1.093671,8.167004,0
2.176737,7.759024,0
1.541651,7.268530,0
4.397736,7.178298,2
1.759383,4.984605,0
4.807781,5.631218,2
2.084615,4.541340,2
2.708153,8.938776,0
5.458764,4.885069,2
1.058065,8.701135,0
4.378690,7.345235,0
2.184034,4.813495,0
1.554087,5.475846,0
4.292104,4.767703,2
2.199618,7.702219,0
2.589312,8.739000,0
2.256698,7.319260,0
4.688801,5.443812,2
1.412454,8.183191,0
1.711754,6.322350,0
2.421906,5.656717,0
3.597151,5.978510,2
5.496639,5.188230,2
4.616894,5.895979,2
2.462765,4.525221,2
1.708541,5.191307,0
3.144948,8.588566,0
1.030083,8.683072,0
3.098148,8.163363,0
1.679300,6.984349,0
4.371033,5.457484,2
4.430466,5.989045,2
1.239114,4.589117,0
4.007122,8.442661,0
4.100192,7.348385,0
5.031148,5.567408,2
2.317760,4.523370,2
3.371750,6.128827,2
2.876781,4.700014,2
1.327832,7.166945,0
2.046558,7.842320,0
1.368413,8.565974,0
4.534647,6.539484,2
2.578139,7.882967,0
1.110098,6.443559,0
4.842127,8.069307,0
4.802180,7.444076,2
2.799408,8.832094,0
3.320591,6.797569,0
2.548570,8.119338,0
4.617977,7.788092,0
3.845069,6.724059,0
5.054532,4.973499,2
1.122541,6.431184,0
3.118870,5.136830,2
4.481770,4.850693,2
4.949537,7.960586,2
1.053188,4.740582,0
4.834318,5.688770,2
5.162575,5.379733,2
4.239017,5.596988,2
4.556731,8.488327,0
1.539844,8.744850,0
1.508927,8.385338,0
4.893683,6.438198,2
1.150952,6.882962,0
4.935267,8.988362,0
5.274158,5.928325,2
5.093392,7.325044,2
4.536681,4.630392,2
2.547689,5.525140,0
2.009596,8.480144,0
4.343735,6.693133,2
2.316390,5.084585,0
2.071143,5.294430,0
2.231306,8.560232,0
3.916604,5.132728,2
3.966319,8.360138,0
2.637290,5.180344,2
3.936490,7.938513,0
2.596938,8.684043,0
4.182521,8.464063,0
2.050784,5.929263,0
2.059275,5.050923,0
4.674778,6.535224,2
5.019034,6.335308,2
1.075609,4.911865,0
4.219932,5.492570,2
2.932437,8.731259,0
4.514697,4.956410,2
5.349569,5.591044,2
1.440641,6.106941,0
1.155187,6.096944,0
1.174884,7.703985,0
3.484260,6.544287,0
1.861074,8.638216,0
3.036819,8.869929,0
4.131733,5.524646,2
1.291074,8.261510,0
3.283586,6.070664,0
1.750390,5.496197,0
5.401432,4.564474,2
2.068757,8.244457,0
3.628073,8.239859,0
1.215344,8.784923,0
3.979873,8.645180,0
2.713395,8.977066,0
4.816503,4.794849,2
2.232506,7.953775,0
4.792688,8.372769,0
5.452798,8.673364,0
2.107495,6.728658,0
3.970406,5.376989,2
2.894940,7.785214,0
2.342808,5.495137,0
3.131752,4.710549,2
1.063362,7.492618,0
1.293575,5.464605,0
2.377302,7.516943,0
3.617540,6.218150,2
2.503967,5.688433,0
1.339383,5.681906,0
4.557457,7.742113,0
5.010406,7.195826,2
3.794622,5.437018,2
1.738278,8.032194,0
3.841720,8.175330,0
1.151493,7.762170,0
5.166285,4.587378,2
2.413190,6.610808,0
3.177989,4.909406,2
1.708663,7.586347,0
2.048366,6.921379,0
4.687128,6.079364,2
1.718857,5.428833,0
1.445343,5.407617,0
1.681404,8.935638,0
5.298556,6.053844,2
1.155877,8.202811,0
3.362534,4.547670,2
3.674074,5.374607,2
5.430717,8.034060,2
4.656882,4.750432,2
4.931086,5.576616,2
2.816713,5.560164,0
3.319998,8.127965,0
4.006158,6.639461,2
3.850541,7.662204,0
5.343291,7.663381,2
1.560104,7.905452,0
3.116934,5.983698,0
3.047055,7.676504,0
1.669936,8.573907,0
5.409421,7.232418,2
3.433891,8.825781,0
3.898654,8.401072,0
2.150795,4.762847,0
1.250304,5.579833,0
4.579417,7.106244,2
2.359394,8.203140,0
2.211578,8.103111,0
2.523389,8.382118,0
4.559688,8.320370,0
3.747840,4.683470,2
4.872819,7.439815,2
2.168856,8.087580,0
5.280594,7.640981,2
1.142252,8.844851,0
1.196464,6.674705,0
3.140011,8.300765,0
2.107835,6.183523,0
1.300860,8.721831,0
5.421305,8.344585,2
1.977674,6.155375,0
3.149237,5.846006,2
1.485417,5.800580,0
4.832203,7.608556,2
2.303236,7.950374,0
1.353063,4.924845,0
1.245706,8.230328,0
2.616734,6.081149,0
5.428112,5.129086,2
3.607788,6.045682,2
2.118135,6.446937,0
1.849889,7.497902,0
4.059548,7.999925,0
4.184274,6.724047,2
5.361013,6.784652,2
3.637870,7.679355,0
5.019630,8.497187,0
5.103088,7.600632,2
2.982437,4.661309,2
2.762482,7.622202,0
3.527206,5.570481,2
3.690736,7.489712,0
5.480214,8.264657,2
1.349241,7.247990,0
3.208030,8.146974,0
1.979983,6.028291,0
4.759580,8.645296,0
5.382174,8.602175,0
4.604378,8.582501,0
2.320029,4.979269,0
5.415941,8.892659,0
4.828767,8.586930,0
4.206856,5.616365,2
4.194845,5.833690,2
2.458825,6.893384,0
5.326105,7.952284,2
1.394695,6.292186,0
2.988710,5.709382,0
4.815980,5.609448,2
1.148590,6.844364,0
4.392382,8.258695,0
2.842351,5.519217,2
5.441537,8.165120,2
3.587941,5.362733,2
3.497870,8.848210,0
1.937599,6.321683,0
5.331635,7.520745,2
3.276586,7.479868,0
4.219801,5.806674,2
4.428815,6.011731,2
2.151190,8.682873,0
3.994113,6.259782,2
4.559866,8.207286,0
1.318888,5.044478,0
4.880732,8.879438,0
4.390063,4.558089,2
4.771711,6.770254,2
1.985114,8.929578,0
2.720848,7.300958,0
2.825041,5.468150,2
2.725478,7.682735,0
5.138346,8.378640,0
1.036111,8.098255,0
1.658927,5.604023,0
2.459214,5.765877,0
3.758924,7.729406,0
3.330003,6.296237,0
4.511576,4.659857,2
4.382551,8.626775,0
1.093938,7.687966,0
5.300089,5.293280,2
1.981755,5.540063,0
1.071372,7.352086,0
2.101160,5.949579,0
2.042748,6.821673,0
4.674603,6.945396,2
2.836547,5.164469,2
4.015013,6.023334,2
4.636731,8.601496,0
3.363231,4.778097,2
4.913231,4.660576,2
1.770628,8.971881,0
3.035024,7.725010,0
4.889799,5.425569,2
3.592826,8.028815,0
2.025679,7.143522,0
3.839794,4.674022,2
4.233053,8.273499,0
2.831448,5.823814,0
2.599814,5.453722,0
3.537274,8.541062,0
1.457537,7.302234,0
3.538520,4.637612,2
2.790314,7.759359,0
4.907196,5.083538,2
3.742856,5.351032,2
4.266149,4.674270,2
2.933900,4.518250,2
2.919835,8.605996,0
4.466622,7.235287,2
2.542092,5.580919,0
1.353755,7.326277,0
2.973592,6.052934,0
4.603809,5.034109,2
3.975545,6.539555,2
1.515733,7.530086,0
5.219115,8.203141,2
3.246408,5.671649,2
5.238705,7.320606,2
1.302539,7.325876,0
5.122002,5.547850,2
1.555052,8.867832,0
5.069843,4.952615,2
5.340221,6.878542,2
2.062947,7.554988,0
3.644805,7.800246,0
1.560755,7.089979,0
1.601909,5.055721,0
2.282200,5.105292,0
3.251675,8.254032,0
1.679181,5.540343,0
3.426941,4.972616,2
5.149395,7.423740,2
3.008548,8.605716,0
1.307376,6.460770,0
4.654292,8.473470,0
2.081304,6.977599,0
1.600394,6.894459,0
4.112174,6.615408,2
4.679774,6.290411,2
5.326269,7.089903,2
3.964586,8.234913,0
3.079618,6.371961,0
4.614549,5.371127,2
4.837632,4.589449,2
1.580182,6.955118,0
3.560963,5.517820,2
2.695528,5.062571,2
1.801181,5.527367,0
3.757711,5.952064,2
3.069602,4.940364,2
4.468992,7.065441,2
1.678031,8.110401,0
2.828249,4.979623,2
3.232139,8.198622,0
2.628578,4.839931,2
2.459894,7.434806,0
5.191944,6.097041,2
3.306752,7.707425,0
4.075904,7.125233,0
5.060068,7.095970,2
5.471985,8.569521,2
1.943550,5.608304,0
2.962478,7.362126,0
1.428802,5.008106,0
1.282720,5.003696,0
1.639054,5.751891,0
3.592232,8.977259,0
4.850118,6.477138,2
1.558818,7.757438,0
4.570443,7.886509,0
1.470714,8.165133,0
3.480133,7.139838,0
3.325648,6.941193,0
2.559101,4.855098,2
4.593671,8.771118,0
1.389692,8.031144,0
4.064143,8.385765,0
4.143973,6.965471,2
4.873928,5.914934,2
3.379707,5.245555,2
1.626421,6.250537,0
3.088330,6.226991,0
3.613639,5.303724,2
4.946382,8.969695,0
5.266642,6.407192,2
4.974392,7.978726,2
3.057845,7.607494,0
3.824824,6.247389,2
1.175867,8.876282,0
3.013157,8.640420,0
3.135053,8.988379,0
3.285649,5.993196,2
5.438034,7.715463,2
1.887171,7.120453,0
3.410346,7.233599,0
2.994518,6.697731,0
3.958291,8.730802,0
1.419173,8.790236,0
4.412039,5.578351,2
2.784248,7.718176,0
1.100900,7.600553,0
4.837530,8.605561,0
2.528528,5.037649,2
1.347835,8.423566,0
5.222731,8.573848,0
1.159386,6.561158,0
3.319515,5.183803,2
5.459910,5.987569,2
2.140696,8.561024,0
4.480625,7.055363,2
5.060199,5.314087,2
4.196219,8.157974,0
2.206546,4.945982,0
4.080291,8.844777,0
3.364124,5.131871,2
2.860402,7.214247,0
3.307849,5.912664,2
3.764953,6.704425,0
2.052352,6.161336,0
2.440550,7.315569,0
3.357196,8.985409,0
1.437679,4.720449,0
1.412741,8.801192,0
4.794240,8.436040,0
3.703254,5.721230,2
4.986796,8.633156,0
1.928893,4.525838,0
4.695496,5.876174,2
4.195969,6.586753,2
1.028894,7.030952,0
2.423169,5.622248,0
4.397304,5.728746,2
2.015274,6.942911,0
5.001411,8.599017,0
2.622390,5.347242,0
2.896022,4.675176,2
1.782271,8.565411,0
3.517960,4.690857,2
5.132308,5.832592,2
1.803936,7.391058,0
5.266025,8.056912,2
2.241222,7.759661,0
3.964288,8.383159,0
1.695408,7.594214,0
3.084072,4.718521,2
4.249527,4.772662,2
3.617394,8.419194,0
5.108393,6.984558,2
3.085780,8.980783,0
3.099568,8.528164,0
2.452409,5.728820,0
4.473238,6.667014,2
4.216649,7.769289,0
3.781041,5.420044,2
1.324537,5.067691,0
5.410671,6.741372,2
2.019047,7.477315,0
1.808779,6.123249,0
2.741519,8.685041,0
1.044389,5.162228,0
4.587365,6.990705,2
2.129125,6.697904,0
2.345956,7.481734,0
1.621410,4.617379,0
1.150425,6.770680,0
3.954483,8.833322,0
4.835436,6.217616,2
2.242694,5.089073,0
2.357382,5.767152,0
3.929663,4.539156,2
4.842754,8.261491,0
2.147681,8.073426,0
5.109969,5.833385,2
2.327922,6.649047,0
3.350306,8.874414,0
1.953768,5.184963,0
3.458804,4.762358,2
5.072296,7.557795,2
5.180236,5.074328,2
2.297578,6.370818,0
3.912349,4.554305,2
1.400671,6.215900,0
3.015911,8.106070,0
2.951250,8.423295,0
4.344335,7.010182,2
4.223462,6.653431,2
5.052221,8.938095,0
2.467634,5.090093,2
4.745191,5.081452,2
1.884441,7.151870,0
1.146248,8.235332,0
3.287180,5.932037,2
1.925919,6.504082,0
1.681668,8.488640,0
2.538931,8.430082,0
3.276549,8.482940,0
1.266588,5.269738,0
4.579005,4.821050,2
2.338652,5.360648,0
3.097783,6.279396,0
5.464333,7.386748,2
5.035367,6.721948,2
3.079872,8.860628,0
4.433616,6.296463,2
3.786301,7.352810,0
1.650095,7.298433,0
4.680696,6.738324,2
1.869804,7.916212,0
2.775538,5.540563,0
4.890431,4.631427,2
5.088401,8.504217,0
1.416413,6.732275,0
2.905067,7.655249,0
2.919358,6.674686,0
4.468108,8.101754,0
3.231768,8.495849,0
5.242462,7.046697,2
5.103116,6.270276,2
1.822614,5.253513,0
3.334891,7.976858,0
4.290544,6.667940,2
5.341718,6.353521,2
1.281066,6.938739,0
4.449603,6.555079,2
4.949839,7.174340,2
2.061773,8.735342,0
4.656414,5.423525,2
4.675212,7.654799,2
2.613052,8.206914,0
1.008231,8.384958,0
3.231763,8.105456,0
3.481565,4.556707,2
3.614518,8.288872,0
3.177444,8.462471,0
3.872608,6.009182,2
4.104828,4.553082,2
1.566407,7.915886,0
1.056117,6.043196,0
1.017767,6.583384,0
3.396448,5.606119,2
5.379623,5.140663,2
2.591670,7.385052,0
4.299762,6.158397,2
3.609727,5.296968,2
2.206790,7.328241,0
3.629978,7.515534,0
2.608507,8.380914,0
4.057191,6.125744,2
1.391186,8.913767,0
3.934026,5.228844,2
1.679344,8.348897,0
4.891660,6.669048,2
1.022616,6.724119,0
2.786492,5.860160,0
4.734777,4.895046,2
2.618442,5.064774,2
2.493999,6.119208,0
5.348446,8.703784,0
4.028638,7.641037,0
1.244165,6.509680,0
1.369443,8.920655,0
4.866608,5.657504,2
1.582436,6.704976,0
3.340801,5.825428,2
4.047503,6.154817,2
4.420244,4.539365,2
5.439172,5.742310,2
1.698101,4.986255,0
4.378220,4.979062,2
1.704977,7.679395,0
1.536169,7.982682,0
3.017243,7.358862,0
4.644589,8.611121,0
2.657741,7.621187,0
1.832315,5.833616,0
1.695986,6.063169,0
1.902050,4.556071,0
5.466362,7.620899,2
3.878723,7.399831,0
1.976683,8.810003,0
4.593721,8.981422,0
4.727250,5.900675,2
1.998347,6.759094,0
4.272175,4.732873,2
4.424728,6.629894,2
4.900873,5.802794,2
4.526904,4.505933,2
2.087010,7.249630,0
1.905920,6.137860,0
2.368528,5.901930,0
3.265291,5.418483,2
1.533331,5.377322,0
2.119302,6.108391,0
3.600961,6.955902,0
5.294825,7.386383,2
1.363322,7.578626,0
1.862351,5.261942,0
2.150873,6.210167,0
1.685653,8.893963,0
2.744033,5.525938,0
2.433129,7.837311,0
1.826249,5.240420,0
4.444640,7.575319,0
3.157538,6.110013,0
2.697040,6.622902,0
3.819156,4.525989,2
2.263360,6.801206,0
4.908361,5.263945,2
5.171813,7.682816,2
2.126056,4.786267,0
2.523516,7.655329,0
1.806287,8.082312,0
5.253362,5.813779,2
2.736162,6.337562,0
3.737788,6.071840,2
1.524655,5.372859,0
1.666563,7.482687,0
2.259675,5.486677,0
2.312020,8.105623,0
3.646706,4.714715,2
1.094628,5.719138,0
2.900337,6.412303,0
4.424103,6.341552,2
1.834610,8.581425,0
4.734278,7.930755,0
3.401894,7.110049,0
5.140067,6.289546,2
2.635204,4.934445,2
4.874974,7.240854,2
2.922627,6.812935,0
3.191465,7.344736,0
5.406362,8.501650,2
1.464084,5.193652,0
4.327404,8.947038,0
1.072377,7.081924,0
1.620239,6.139554,0
3.449754,7.591726,0
5.171960,8.109196,2
3.479096,6.607277,0
1.081922,4.770086,0
3.390260,8.855539,0
4.185441,5.309258,2
4.456446,8.277017,0
2.022265,5.155382,0
4.235444,5.073474,2
4.093672,8.420670,0
2.162292,4.525115,2
5.345847,5.418552,2
2.762729,6.972401,0
4.647490,7.467038,2
2.491351,7.932557,0
3.875077,8.493110,0
2.602484,8.329739,0
4.615762,4.588143,2
3.002739,7.683062,0
2.135680,5.416989,0
2.566841,8.354709,0
3.238929,6.526212,0
3.708014,7.572124,0
4.992560,6.288860,2
2.244221,8.455285,0
4.377044,6.976043,2
2.205698,4.596427,2
1.661047,6.025137,0
4.775194,8.947217,0
1.618929,8.062782,0
4.538935,7.020689,2
4.836861,5.987217,2
1.235347,8.193212,0
2.221842,7.790861,0
4.056681,4.513901,2
1.567992,6.344910,0
2.184994,5.251388,0
1.368454,5.666656,0
4.689236,8.065507,0
2.092918,4.705227,0
4.856556,5.406838,2
5.087204,4.878417,2
2.329169,5.605179,0
4.998482,4.929407,2
1.122821,5.974208,0
1.810913,5.354844,0
4.216841,5.843548,2
5.216019,7.156612,2
5.317074,4.621675,2
4.010340,4.939593,2
4.193054,7.338902,0
4.448962,7.198190,2
2.104287,8.143669,0
3.430196,4.582449,2
4.974468,4.600861,2
3.732248,8.647314,0
2.473474,6.002456,0
1.154967,8.463589,0
3.726054,6.929539,0
4.652382,8.756774,0
4.214517,6.304870,2
3.551622,6.397621,0
3.731403,5.413837,2
1.376451,7.922032,0
5.132377,8.074353,2
5.162852,7.007668,2
3.465394,6.270513,0
3.211864,8.571144,0
3.554713,8.773463,0
4.421460,5.870728,2
2.224006,6.085683,0
2.957527,5.859608,0
3.086670,5.275246,2
4.167036,5.448241,2
2.555340,8.438506,0
4.401326,7.437719,0
3.397501,7.755355,0
1.029692,7.118342,0
3.292522,6.159668,0
3.211400,6.148578,0
1.846838,8.546727,0
5.406197,8.265443,2
1.143709,7.858862,0
5.059912,5.990046,2
4.483822,8.094623,0
1.242511,7.228497,0
4.241313,7.519531,0
1.376717,8.911384,0
1.143446,4.952332,0
3.917537,7.715916,0
2.080513,5.008453,0
1.523648,7.246572,0
3.395478,8.688072,0
1.373205,6.029757,0
4.149738,7.342683,0
1.691932,8.137640,0
4.894223,7.097029,2
3.253737,7.596684,0
4.550773,8.982628,0
4.979087,5.087921,2
3.337834,6.952612,0
5.356363,6.287857,2
3.054255,6.097015,0
3.571908,6.230842,2
5.051375,4.768202,2
1.277535,7.922565,0
1.115408,8.645755,0
3.371931,7.272002,0
5.107383,6.512080,2
4.834040,6.408802,2
1.518905,6.089843,0
3.074969,5.701990,2
2.557709,7.900199,0
2.417101,5.931145,0
2.518269,8.006532,0
3.964497,7.440795,0
3.905712,8.896283,0
1.378423,5.686652,0
4.731657,6.029481,2
3.319633,4.679759,2
2.110379,6.328680,0
3.480200,4.951221,2
2.845916,8.485520,0
1.855818,5.084387,0
5.239131,4.665253,2
4.462196,8.363730,0
3.044203,7.879159,0
4.254138,7.621358,0
4.332424,8.418201,0
1.180583,7.023400,0
2.884328,6.056205,0
1.594412,6.919799,0
5.077084,5.615275,2
5.297530,5.909269,2
1.069039,6.208326,0
2.784190,6.725464,0
1.687570,8.012164,0
4.122157,5.036992,2
1.366530,6.812559,0
1.522390,4.612640,0
4.104045,6.688972,2
2.976634,6.768955,0
2.297116,8.051812,0
2.016740,8.068796,0
4.352132,6.739909,2
3.691952,7.116304,0
2.716696,5.834429,0
2.652319,7.983920,0
2.635128,8.596108,0
5.343022,6.671214,2
4.464122,8.534404,0
1.662969,6.454130,0
2.164545,6.438100,0
3.054449,7.372058,0
2.119436,5.174706,0
1.481128,5.319654,0
4.116204,6.909174,2
3.595301,5.991147,2
3.056004,6.350190,0
3.913255,4.512908,2
1.060652,4.697231,0
1.895959,8.340121,0
2.375223,5.226000,0
2.365170,6.569321,0
1.731480,8.101678,0
3.445335,8.566861,0
3.852231,5.757034,2
3.128819,8.227039,0
